age,job,marital,education,month,duration
38,entrepreneur,married,professional.course,jun,262
30,admin.,married,university.degree,jun,250
43,admin.,married,university.degree,jun,146
33,technician,married,professional.course,jun,189
53,services,married,unknown,jun,501
46,entrepreneur,married,high.school,jun,69
40,admin.,married,university.degree,jun,269
46,unemployed,married,basic.9y,jun,236
32,admin.,married,university.degree,jun,102
36,admin.,married,university.degree,jun,308
24,technician,single,professional.course,jun,122
58,retired,divorced,high.school,jun,145
55,retired,married,basic.4y,jun,130
25,blue-collar,single,professional.course,jun,179
24,technician,single,high.school,jun,142
44,management,married,university.degree,jun,71
55,retired,married,basic.4y,jun,553
31,management,married,university.degree,jun,305
31,technician,single,professional.course,jun,163
33,admin.,single,university.degree,jun,541
28,technician,single,professional.course,jun,209
43,admin.,married,university.degree,jun,262
38,technician,single,university.degree,jun,225
28,admin.,married,high.school,jun,206
40,blue-collar,divorced,professional.course,jun,115
24,blue-collar,single,basic.9y,jun,406
30,admin.,single,university.degree,jun,244
31,services,married,high.school,jun,592
47,admin.,single,university.degree,jun,78
26,retired,single,high.school,jun,508
59,retired,married,professional.course,jun,437
24,blue-collar,single,basic.9y,jun,192
59,retired,married,professional.course,jun,136
59,retired,married,professional.course,jun,68
53,blue-collar,divorced,basic.6y,jun,123
33,admin.,single,university.degree,jun,313
31,admin.,single,high.school,jun,137
53,technician,divorced,university.degree,jun,705
26,student,single,professional.course,jun,96
28,admin.,single,high.school,jun,198
37,services,married,high.school,jun,200
40,blue-collar,divorced,professional.course,jun,210
40,management,divorced,university.degree,jun,117
58,blue-collar,married,basic.4y,jun,110
38,technician,married,university.degree,jun,171
36,admin.,married,university.degree,jun,334
37,self-employed,married,professional.course,jun,321
28,student,single,high.school,jun,296
58,management,married,basic.4y,jun,86
20,student,single,unknown,jun,213
29,admin.,single,university.degree,jun,252
28,technician,single,professional.course,jun,411
29,admin.,married,high.school,jun,37
28,admin.,single,university.degree,jun,593
29,technician,single,university.degree,jun,101
34,technician,married,professional.course,jun,302
29,technician,single,university.degree,jun,138
29,technician,single,university.degree,jun,165
30,blue-collar,single,high.school,jun,88
29,services,single,high.school,jun,116
59,blue-collar,married,basic.4y,jun,340
48,admin.,married,university.degree,jun,95
31,services,married,high.school,jun,591
33,blue-collar,married,professional.course,jun,88
33,blue-collar,married,professional.course,jun,90
28,services,single,basic.6y,jun,385
39,admin.,married,university.degree,jun,2219
33,blue-collar,married,professional.course,jun,240
29,admin.,single,university.degree,jun,174
57,entrepreneur,married,basic.4y,jun,467
30,admin.,single,university.degree,jun,107
29,admin.,divorced,university.degree,jun,238
39,management,married,university.degree,jun,95
29,admin.,single,university.degree,jun,170
32,admin.,married,high.school,jun,342
29,admin.,married,university.degree,jun,113
56,retired,married,university.degree,jun,252
33,admin.,single,high.school,jun,170
20,student,single,high.school,jun,74
38,admin.,divorced,high.school,jun,65
61,admin.,married,university.degree,jun,151
38,technician,married,university.degree,jun,273
38,technician,married,university.degree,jun,539
40,services,married,high.school,jun,157
38,admin.,divorced,high.school,jun,1361
33,admin.,single,university.degree,jun,254
21,admin.,single,high.school,jun,180
48,admin.,married,university.degree,jun,447
26,student,single,university.degree,jun,247
29,services,single,high.school,jun,136
32,technician,married,university.degree,jun,123
37,admin.,married,university.degree,jun,167
24,student,single,high.school,jun,74
26,technician,single,professional.course,jun,80
26,technician,single,professional.course,jun,102
30,admin.,single,university.degree,jun,214
36,management,single,university.degree,jun,300
29,admin.,married,high.school,jun,200
42,self-employed,married,university.degree,jun,436
34,management,married,university.degree,jun,192
33,management,married,university.degree,jun,97
50,admin.,single,basic.9y,jun,343
47,admin.,single,university.degree,jun,156
50,admin.,single,basic.9y,jun,699
23,student,single,high.school,jun,200
24,services,single,high.school,jun,150
54,management,married,university.degree,jun,42
29,services,single,high.school,jun,431
56,management,married,university.degree,jun,175
25,technician,single,university.degree,jun,124
30,admin.,single,university.degree,jun,656
54,admin.,married,university.degree,jun,77
40,entrepreneur,married,basic.6y,jun,837
29,services,single,high.school,jun,725
27,blue-collar,single,basic.6y,jun,334
57,housemaid,divorced,high.school,jun,230
69,entrepreneur,married,high.school,jun,144
30,admin.,single,university.degree,jun,617
69,entrepreneur,married,high.school,jun,140
69,entrepreneur,married,high.school,jun,178
31,admin.,married,high.school,jun,161
29,technician,married,university.degree,jun,150
61,admin.,married,university.degree,jun,1076
26,admin.,single,university.degree,jun,213
35,admin.,single,university.degree,jun,266
52,admin.,married,university.degree,jun,247
26,student,single,university.degree,jun,78
54,admin.,single,high.school,jun,114
33,technician,single,university.degree,jun,203
42,admin.,single,university.degree,jun,34
25,technician,married,professional.course,jun,595
33,management,divorced,university.degree,jun,63
21,student,single,high.school,jun,295
33,management,divorced,university.degree,jun,187
56,management,married,university.degree,jun,218
35,admin.,married,university.degree,jun,510
25,unemployed,married,high.school,jun,125
55,unknown,married,university.degree,jun,153
62,unknown,married,professional.course,jun,277
53,blue-collar,married,basic.6y,jun,328
51,unemployed,married,basic.6y,jun,262
51,unemployed,married,basic.6y,jun,280
45,admin.,single,university.degree,jun,207
53,housemaid,married,high.school,jun,94
30,admin.,single,university.degree,jun,106
29,technician,single,university.degree,jun,176
51,unemployed,married,basic.6y,jun,79
29,admin.,single,university.degree,jun,449
30,admin.,married,basic.9y,jun,111
26,admin.,single,university.degree,jun,224
54,admin.,married,university.degree,jun,151
21,student,single,high.school,jun,400
30,admin.,married,professional.course,jun,80
25,services,single,high.school,jun,217
42,admin.,married,university.degree,jun,160
30,admin.,single,university.degree,jun,144
24,admin.,single,high.school,jun,352
21,services,single,professional.course,jun,787
30,admin.,single,university.degree,jun,323
50,technician,single,professional.course,jun,78
50,technician,single,professional.course,jun,160
22,student,single,high.school,jun,221
25,services,single,high.school,jun,239
36,management,married,university.degree,jun,156
36,management,married,university.degree,jun,194
32,admin.,married,university.degree,jun,105
36,technician,married,basic.9y,jun,390
30,admin.,married,university.degree,jun,96
25,student,single,university.degree,jun,136
31,admin.,married,university.degree,jun,81
35,self-employed,married,university.degree,jun,269
32,admin.,married,university.degree,jun,327
28,admin.,single,high.school,jun,296
53,housemaid,married,high.school,jun,147
35,admin.,married,university.degree,jun,121
32,admin.,single,university.degree,jun,89
26,blue-collar,single,professional.course,jun,77
53,unknown,married,professional.course,jun,217
30,technician,single,professional.course,jun,137
26,student,single,university.degree,jun,112
34,technician,married,professional.course,jun,218
28,self-employed,single,professional.course,jun,207
28,management,single,university.degree,jun,1161
38,technician,single,professional.course,jun,113
38,technician,single,professional.course,jun,138
29,technician,single,university.degree,jun,442
52,admin.,married,university.degree,jun,352
30,admin.,single,professional.course,jun,246
42,services,divorced,high.school,jun,143
29,admin.,single,university.degree,jun,247
25,services,divorced,high.school,jun,437
32,admin.,married,university.degree,jun,216
53,blue-collar,married,basic.9y,jun,578
24,student,single,high.school,jun,282
42,admin.,married,university.degree,jun,156
28,management,single,university.degree,jun,66
28,admin.,married,university.degree,jun,73
53,blue-collar,married,basic.6y,jun,592
32,management,married,high.school,jun,119
35,admin.,married,university.degree,jun,125
33,admin.,single,university.degree,jun,114
22,student,single,high.school,jun,166
34,management,married,university.degree,jun,111
50,blue-collar,married,basic.9y,jun,117
33,admin.,single,university.degree,jun,101
31,admin.,single,high.school,jun,105
34,admin.,single,high.school,jun,207
31,management,single,university.degree,jun,1094
52,blue-collar,single,basic.9y,jun,174
44,admin.,married,university.degree,jun,133
